25.Q2.5																				
																				
PmEvent Name	Event Parameter Name	GPB Field Number	PmEventHeader/Payload	Parameter Description	Parameter Type	MANDATORY	DeprecatedSince	ReasonForDeprecation	UNIT	UsedSubrange	SupportedBands	SupportedDeployments	License	LimitationReason	EventParameterStatus	Filters	Filter Description	Filter DeprecatedSince	Filter ReasonForDeprecation	Filter Status
DuF1UeContextModificationRefuse	asn1	7	Payload	ASN.1-encoded UE CONTEXT MODIFICATION REFUSE message.	Asn1Message	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not supported in HB SA	USED					
DuF1UeContextModificationRefuse	serving_plmn_id	8	Payload	"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not supported in HB SA	USED					
DuF1UeContextModificationRequest	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
DuF1UeContextModificationRequest	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
DuF1UeContextModificationRequest	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
DuF1UeContextModificationRequest	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
DuF1UeContextModificationRequest	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
DuF1UeContextModificationRequest	trace_reference	7	PmEventHeader	Globally unique trace reference as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
DuF1UeContextModificationRequest	trace_recording_session_reference	8	PmEventHeader	Unique session ID for UE as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
DuF1UeContextModificationRequest	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextModificationRequest	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextModificationRequest	gnb_du_id	3	Payload	The gNodeB DU identifier.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextModificationRequest	gnb_id_length	4	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextModificationRequest	nci	5	Payload	NR cell identity. See 3GPP TS 38.300.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextModificationRequest	global_gnb_id	6	Payload	"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	GlobalGnbId	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextModificationRequest	asn1	7	Payload	ASN.1-encoded UE CONTEXT MODIFICATION REQUEST message.	Asn1Message	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextModificationRequest	serving_plmn_id	8	Payload	"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not supported in HB SA	USED					
DuF1UeContextModificationRequired	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
DuF1UeContextModificationRequired	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
DuF1UeContextModificationRequired	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
DuF1UeContextModificationRequired	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
DuF1UeContextModificationRequired	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
DuF1UeContextModificationRequired	trace_reference	7	PmEventHeader	Globally unique trace reference as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
DuF1UeContextModificationRequired	trace_recording_session_reference	8	PmEventHeader	Unique session ID for UE as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
DuF1UeContextModificationRequired	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not supported in HB SA	USED					
DuF1UeContextModificationRequired	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not supported in HB SA	USED					
DuF1UeContextModificationRequired	gnb_du_id	3	Payload	The gNodeB Distributed Unit identifier.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not supported in HB SA	USED					
DuF1UeContextModificationRequired	gnb_id_length	4	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not supported in HB SA	USED					
DuF1UeContextModificationRequired	nci	5	Payload	NR cell identity. See 3GPP TS 38.300.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not supported in HB SA	USED					
DuF1UeContextModificationRequired	global_gnb_id	6	Payload	"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	GlobalGnbId	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not supported in HB SA	USED					
DuF1UeContextModificationRequired	asn1	7	Payload	ASN.1-encoded UE CONTEXT MODIFICATION REQUIRED message.	Asn1Message	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not supported in HB SA	USED					
DuF1UeContextModificationRequired	serving_plmn_id	8	Payload	"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not supported in HB SA	USED					
DuF1UeContextModificationResponse	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
DuF1UeContextModificationResponse	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
DuF1UeContextModificationResponse	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
DuF1UeContextModificationResponse	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
DuF1UeContextModificationResponse	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
DuF1UeContextModificationResponse	trace_reference	7	PmEventHeader	Globally unique trace reference as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
DuF1UeContextModificationResponse	trace_recording_session_reference	8	PmEventHeader	Unique session ID for UE as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
DuF1UeContextModificationResponse	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextModificationResponse	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextModificationResponse	gnb_du_id	3	Payload	The gNodeB DU identifier.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextModificationResponse	gnb_id_length	4	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextModificationResponse	nci	5	Payload	NR cell identity. See 3GPP TS 38.300.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextModificationResponse	global_gnb_id	6	Payload	"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	GlobalGnbId	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextModificationResponse	asn1	7	Payload	ASN.1-encoded UE CONTEXT MODIFICATION RESPONSE message.	Asn1Message	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextModificationResponse	serving_plmn_id	8	Payload	"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not supported in HB SA	USED					
DuF1UeContextReleaseCommand	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
DuF1UeContextReleaseCommand	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
DuF1UeContextReleaseCommand	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
DuF1UeContextReleaseCommand	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
DuF1UeContextReleaseCommand	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
DuF1UeContextReleaseCommand	trace_reference	7	PmEventHeader	Globally unique trace reference as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
DuF1UeContextReleaseCommand	trace_recording_session_reference	8	PmEventHeader	Unique session ID for UE as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
DuF1UeContextReleaseCommand	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextReleaseCommand	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextReleaseCommand	gnb_du_id	3	Payload	The gNodeB DU identifier.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextReleaseCommand	gnb_id_length	4	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextReleaseCommand	nci	5	Payload	NR cell identity. See 3GPP TS 38.300.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextReleaseCommand	global_gnb_id	6	Payload	"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	GlobalGnbId	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextReleaseCommand	asn1	7	Payload	ASN.1-encoded UE CONTEXT RELEASE COMMAND message.	Asn1Message	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextReleaseCommand	serving_plmn_id	8	Payload	"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not supported in HB SA	USED					
DuF1UeContextReleaseComplete	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
DuF1UeContextReleaseComplete	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
DuF1UeContextReleaseComplete	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
DuF1UeContextReleaseComplete	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
DuF1UeContextReleaseComplete	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
DuF1UeContextReleaseComplete	trace_reference	7	PmEventHeader	Globally unique trace reference as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
DuF1UeContextReleaseComplete	trace_recording_session_reference	8	PmEventHeader	Unique session ID for UE as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
DuF1UeContextReleaseComplete	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextReleaseComplete	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextReleaseComplete	gnb_du_id	3	Payload	The gNodeB DU identifier.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextReleaseComplete	gnb_id_length	4	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextReleaseComplete	nci	5	Payload	NR cell identity. See 3GPP TS 38.300.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextReleaseComplete	global_gnb_id	6	Payload	"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	GlobalGnbId	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextReleaseComplete	asn1	7	Payload	ASN.1-encoded UE CONTEXT RELEASE COMPLETE message.	Asn1Message	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextReleaseComplete	serving_plmn_id	8	Payload	"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not supported in HB SA	USED					
DuF1UeContextReleaseRequest	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
DuF1UeContextReleaseRequest	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
DuF1UeContextReleaseRequest	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
DuF1UeContextReleaseRequest	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
DuF1UeContextReleaseRequest	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
DuF1UeContextReleaseRequest	trace_reference	7	PmEventHeader	Globally unique trace reference as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
DuF1UeContextReleaseRequest	trace_recording_session_reference	8	PmEventHeader	Unique session ID for UE as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
DuF1UeContextReleaseRequest	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextReleaseRequest	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextReleaseRequest	gnb_du_id	3	Payload	The gNodeB DU identifier.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextReleaseRequest	gnb_id_length	4	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextReleaseRequest	nci	5	Payload	NR cell identity. See 3GPP TS 38.300.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextReleaseRequest	global_gnb_id	6	Payload	"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	GlobalGnbId	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextReleaseRequest	asn1	7	Payload	ASN.1-encoded UE CONTEXT RELEASE REQUEST message.	Asn1Message	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextReleaseRequest	serving_plmn_id	8	Payload	"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not supported in HB SA	USED					
DuF1UeContextSetupFailure	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
DuF1UeContextSetupFailure	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
DuF1UeContextSetupFailure	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
DuF1UeContextSetupFailure	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
DuF1UeContextSetupFailure	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
DuF1UeContextSetupFailure	trace_reference	7	PmEventHeader	Globally unique trace reference as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
DuF1UeContextSetupFailure	trace_recording_session_reference	8	PmEventHeader	Unique session ID for UE as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
DuF1UeContextSetupFailure	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextSetupFailure	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextSetupFailure	gnb_du_id	3	Payload	The gNodeB DU identifier.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextSetupFailure	gnb_id_length	4	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextSetupFailure	nci	5	Payload	NR cell identity. See 3GPP TS 38.300.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextSetupFailure	global_gnb_id	6	Payload	"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	GlobalGnbId	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextSetupFailure	asn1	7	Payload	ASN.1-encoded UE CONTEXT SETUP FAILURE message.	Asn1Message	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextSetupFailure	serving_plmn_id	8	Payload	"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not supported in HB SA	USED					
DuF1UeContextSetupRequest	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
DuF1UeContextSetupRequest	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
DuF1UeContextSetupRequest	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
DuF1UeContextSetupRequest	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
DuF1UeContextSetupRequest	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
DuF1UeContextSetupRequest	trace_reference	7	PmEventHeader	Globally unique trace reference as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
DuF1UeContextSetupRequest	trace_recording_session_reference	8	PmEventHeader	Unique session ID for UE as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
